,T1,T2,old/new,SMILES
999,1.028821,30.609545,new,CN1C(C(NC2=CC=CC=C2)=O)=CC3=C1C=CS3
1000,2.0403497,31.296793,new,CN1C(C2=NC(C3=CC=CC=C3)=CN2)=CC4=C1C=CS4
1001,2.1189983,32.02748,new,CN1C(C2=NC(CC)=CN2)=CC3=C1C=CS3
1002,1.9900833,31.994368,new,CN1C(C2=NC(CCC)=CN2)=CC3=C1C=CS3
1003,2.052249,31.736315,new,CN1C(C2=NC(C(C)C)=CN2)=CC3=C1C=CS3
1004,2.9105654,31.13939,new,CN1C(C2=NC(C3CC3)=CN2)=CC4=C1C=CS4
1005,2.9540238,31.111448,new,CN1C(C2=NC(C3CCC3)=CN2)=CC4=C1C=CS4
1006,3.7471745,36.509144,new,CN1C(C2=NC(CC)=CN2CCCC3=CC=C(OC4CCCNCC4)C=C3)=CC5=C1C=CS5
1007,3.7962592,36.574806,new,CN1C(C2=NC(CC)=CN2CCCC3=CC=C(OC4CCNCC4)C=C3)=CC5=C1C=CS5
1008,5.0509405,38.450764,new,CN1C(C2=NC(CC)=CN2CCCC3=CC=C(OCC4CNCC4)C=C3)=CC5=C1C=CS5
1009,5.1642995,38.45014,new,CN1C(C2=NC(CC)=CN2CCCC3=CC=C(OCC4CCNCC4)C=C3)=CC5=C1C=CS5
1010,2.602423,34.754868,new,CN1C(C2=NC(CC)=CN2CCOC3=CC=C(OC4CCCNCC4)C=C3)=CC5=C1C=CS5
1011,2.5956788,34.693077,new,CN1C(C2=NC(CC)=CN2CCOC3=CC=C(OC4CCNCC4)C=C3)=CC5=C1C=CS5
1012,2.7737608,37.04361,new,CN1C(C2=NC(C3CCC3)=CN2CCCC4=CC=C(OC5CCCNCC5)C=C4)=CC6=C1C=CS6
1013,2.806542,37.09297,new,CN1C(C2=NC(C3CCC3)=CN2CCCC4=CC=C(OC5CCNCC5)C=C4)=CC6=C1C=CS6
1014,4.487191,39.317898,new,CN1C(C2=NC(C3CCC3)=CN2CCCC4=CC=C(OCC5CNCC5)C=C4)=CC6=C1C=CS6
1015,4.5112505,39.30562,new,CN1C(C2=NC(C3CCC3)=CN2CCCC4=CC=C(OCC5CCNCC5)C=C4)=CC6=C1C=CS6
1016,1.5835502,35.52358,new,CN1C(C2=NC(C3CCC3)=CN2CCOC4=CC=C(OC5CCCNCC5)C=C4)=CC6=C1C=CS6
1017,1.5759819,35.509754,new,CN1C(C2=NC(C3CCC3)=CN2CCOC4=CC=C(OC5CCNCC5)C=C4)=CC6=C1C=CS6
1018,3.864763,36.834,new,CN1C(C2=NC(CCC)=CN2CCCC3=CC=C(OC4CCCNCC4)C=C3)=CC5=C1C=CS5
1019,3.9310288,36.92621,new,CN1C(C2=NC(CCC)=CN2CCCC3=CC=C(OC4CCNCC4)C=C3)=CC5=C1C=CS5
1020,4.9586763,38.363045,new,CN1C(C2=NC(CCC)=CN2CCCC3=CC=C(OCC4CNCC4)C=C3)=CC5=C1C=CS5
1021,5.069543,38.392483,new,CN1C(C2=NC(CCC)=CN2CCCC3=CC=C(OCC4CCNCC4)C=C3)=CC5=C1C=CS5
1022,2.8025467,35.19519,new,CN1C(C2=NC(CCC)=CN2CCOC3=CC=C(OC4CCCNCC4)C=C3)=CC5=C1C=CS5
1023,2.7977848,35.164013,new,CN1C(C2=NC(CCC)=CN2CCOC3=CC=C(OC4CCNCC4)C=C3)=CC5=C1C=CS5
1024,2.4955208,33.415802,new,CN1C(C2=NC(CC)=CN2CCOC3=CC=CC=C3)=CC4=C1C=CS4
1025,2.3769605,32.57801,new,CN1C(C2=NC(CC)=CN2C)=CC3=C1C=CS3
1026,4.8614798,35.83598,new,CN1C(C2=NC=C(CC)N2CCCC3=CC=C(OC4CCCNCC4)C=C3)=CC5=C1C=CS5
1027,4.9089813,35.91332,new,CN1C(C2=NC=C(CC)N2CCCC3=CC=C(OC4CCNCC4)C=C3)=CC5=C1C=CS5
1028,5.9465365,37.483757,new,CN1C(C2=NC=C(CC)N2CCCC3=CC=C(OCC4CCNCC4)C=C3)=CC5=C1C=CS5
1029,3.9735663,34.350124,new,CN1C(C2=NC=C(CC)N2CCOC3=CC=C(OC4CCCNCC4)C=C3)=CC5=C1C=CS5
1030,3.9714265,34.283493,new,CN1C(C2=NC=C(CC)N2CCOC3=CC=C(OC4CCNCC4)C=C3)=CC5=C1C=CS5
1031,2.5052886,37.915466,new,CN1C(C2=NC=C(C3CCC3)N2CCCC4=CC=C(OC5CCCNCC5)C=C4)=CC6=C1C=CS6
1032,2.5636902,37.97003,new,CN1C(C2=NC=C(C3CCC3)N2CCCC4=CC=C(OC5CCNCC5)C=C4)=CC6=C1C=CS6
1033,3.5924127,39.051773,new,CN1C(C2=NC=C(C3CCC3)N2CCCC4=CC=C(OCC5CNCC5)C=C4)=CC6=C1C=CS6
1034,3.596534,39.030586,new,CN1C(C2=NC=C(C3CCC3)N2CCCC4=CC=C(OCC5CCNCC5)C=C4)=CC6=C1C=CS6
1035,1.4081175,36.50251,new,CN1C(C2=NC=C(C3CCC3)N2CCOC4=CC=C(OC5CCCNCC5)C=C4)=CC6=C1C=CS6
1036,1.4039191,36.505146,new,CN1C(C2=NC=C(C3CCC3)N2CCOC4=CC=C(OC5CCNCC5)C=C4)=CC6=C1C=CS6
1037,5.1771684,35.88881,new,CN1C(C2=NC=C(CCC)N2CCCC3=CC=C(OC4CCCNCC4)C=C3)=CC5=C1C=CS5
1038,5.2265725,36.001152,new,CN1C(C2=NC=C(CCC)N2CCCC3=CC=C(OC4CCNCC4)C=C3)=CC5=C1C=CS5
1039,6.0111456,37.45536,new,CN1C(C2=NC=C(CCC)N2CCCC3=CC=C(OCC4CNCC4)C=C3)=CC5=C1C=CS5
1040,6.012383,37.444798,new,CN1C(C2=NC=C(CCC)N2CCCC3=CC=C(OCC4CCNCC4)C=C3)=CC5=C1C=CS5
1041,4.315437,34.599236,new,CN1C(C2=NC=C(CCC)N2CCOC3=CC=C(OC4CCCNCC4)C=C3)=CC5=C1C=CS5
1042,4.323464,34.56307,new,CN1C(C2=NC=C(CCC)N2CCOC3=CC=C(OC4CCNCC4)C=C3)=CC5=C1C=CS5
1043,3.6015365,33.208454,new,CN1C(C2=NC=C(CC)N2CCOC3=CC=CC=C3)=CC4=C1C=CS4
1044,3.0951886,32.469517,new,CN1C(C2=NC=C(CC)N2C)=CC3=C1C=CS3
